[Header]
TITLE,MPMS DC Measurement
BYAPP,MPMS Measurement,2.1,Summary
FILEOPENTIME, 1652344573.390000 5/12/2022, 5:36:13 PM

INFO, APPNAME, MPMS MultiVu Application, Revision 1.58,  Build 076

INFO, NAME, 
INFO, WEIGHT, 1.000
INFO, AREA, 1.000
INFO, LENGTH, 1.000
INFO, SHAPE, 0
INFO, COMMENT, 
INFO, SEQUENCE FILE: PtFe_MH20211209.seq


INFO, BACKGROUND DATA FILE:, None


STARTUPAXIS,X,4,LINEAR,AUTO,0.000000,0.000000
STARTUPAXIS,Y1,5,LINEAR,AUTO,0.000000,0.000000


STARTUPGROUP,Longitudinal
FIELDGROUP,Longitudinal,1,2,3,4,5,6,7,8,9,15,16,17,18,27,28
FIELDGROUP,Transverse,1,2,3,4,10,11,12,13,14,19,20,21,22,27,28

PLOT_APPEARANCE,ALL,HORZ_GRID_ON,VERT_GRID_ON,MARKERS_AND_LINES

[Data]
Time,Comment,Field (Oe),Temperature (K),Long Moment (emu),Long Scan Std Dev,Long Algorithm,Long Reg Fit,Long Percent Error (%),Trans Moment (emu),Trans Scan Std Dev,Trans Algorithm,Trans Reg Fit,Trans Percent Error (%),Long Moment [w/o ABS] (emu),Long Scan Std Dev [w/o ABS],Long Reg Fit [w/o ABS],Long Percent Error [w/o ABS] (%),Trans Moment [w/o ABS] (emu),Trans Scan Std Dev [w/o ABS],Trans Reg Fit [w/o ABS],Trans Percent Error [w/o ABS] (%),Points per Scan,Scans per Measurement,Scan Length (cm),Delta Temp (K),Rot Position (deg),Error,EC Comp. Running,Using ABS,
1652404610.203,,2.400000e+004,3.999850e+001,2.284171e-001,1.690405e-004,3,9.917912e-001,7.400519e-002,,,,,,,,,,,,,,32,2,4.000000e+000,4.039764e-003,0.000000e+000,0,1,0,
1652404797.906,,2.600000e+004,3.999850e+001,2.460909e-001,1.387053e-004,3,9.918929e-001,5.636343e-002,,,,,,,,,,,,,,32,2,4.000000e+000,2.017975e-003,0.000000e+000,0,1,0,
1652404990.500,,2.800000e+004,3.999800e+001,2.637327e-001,9.546261e-005,3,9.917579e-001,3.619673e-002,,,,,,,,,,,,,,32,2,4.000000e+000,4.039764e-003,0.000000e+000,0,1,0,
1652405190.828,,3.000000e+004,3.999699e+001,2.814211e-001,2.135159e-004,3,9.916883e-001,7.587061e-002,,,,,,,,,,,,,,32,2,4.000000e+000,2.021790e-003,0.000000e+000,0,0,0,
1652405389.468,,3.200000e+004,3.999800e+001,2.988783e-001,1.498953e-004,3,9.919536e-001,5.015261e-002,,,,,,,,,,,,,,32,2,4.000000e+000,0.000000e+000,0.000000e+000,0,0,0,
1652405576.671,,3.400000e+004,3.999749e+001,3.162464e-001,2.083108e-004,3,9.919178e-001,6.586978e-002,,,,,,,,,,,,,,32,2,4.000000e+000,4.039764e-003,0.000000e+000,0,1,0,
1652405766.750,,3.600000e+004,3.999800e+001,3.335475e-001,1.671755e-004,3,9.919640e-001,5.012044e-002,,,,,,,,,,,,,,32,2,4.000000e+000,4.039764e-003,0.000000e+000,0,1,0,
1652405951.843,,3.800000e+004,3.999851e+001,3.508914e-001,2.489825e-004,3,9.918669e-001,7.095715e-002,,,,,,,,,,,,,,32,2,4.000000e+000,6.069183e-003,0.000000e+000,0,1,0,
1652406145.203,,4.000000e+004,3.999850e+001,3.680836e-001,1.186855e-004,3,9.917986e-001,3.224418e-002,,,,,,,,,,,,,,32,2,4.000000e+000,4.039764e-003,0.000000e+000,0,1,0,
1652406338.703,,4.200000e+004,3.999901e+001,3.853183e-001,2.008297e-004,3,9.919451e-001,5.212047e-002,,,,,,,,,,,,,,32,2,4.000000e+000,2.017975e-003,0.000000e+000,0,1,0,
1652406531.640,,4.400000e+004,3.999750e+001,4.025633e-001,2.517431e-004,3,9.918113e-001,6.253504e-002,,,,,,,,,,,,,,32,2,4.000000e+000,1.009750e-002,0.000000e+000,0,0,0,
1652406741.109,,4.600000e+004,3.999800e+001,4.196799e-001,2.171616e-004,3,9.920171e-001,5.174459e-002,,,,,,,,,,,,,,32,2,4.000000e+000,4.039764e-003,0.000000e+000,0,1,0,
1652406931.875,,4.800000e+004,3.999952e+001,4.366021e-001,1.551847e-004,3,9.919380e-001,3.554373e-002,,,,,,,,,,,,,,32,2,4.000000e+000,4.047394e-003,0.000000e+000,0,1,0,
1652407130.390,,5.000000e+004,3.999952e+001,4.537148e-001,3.249944e-004,3,9.918637e-001,7.162965e-002,,,,,,,,,,,,,,32,2,4.000000e+000,2.017975e-003,0.000000e+000,0,1,0,
1652414757.312,,0.000000e+000,4.999954e+001,-2.338996e-004,3.712545e-008,3,9.901430e-001,1.587239e-002,,,,,,,,,,,,,,32,2,4.000000e+000,7.152557e-003,0.000000e+000,0,1,0,
1652414896.406,,2.000000e+002,5.000460e+001,1.744482e-003,6.206782e-007,3,9.935737e-001,3.557952e-002,,,,,,,,,,,,,,32,2,4.000000e+000,5.958557e-003,0.000000e+000,0,1,0,
1652415017.484,,4.000000e+002,5.000073e+001,3.816685e-003,4.734935e-007,3,9.929868e-001,1.240589e-002,,,,,,,,,,,,,,32,2,4.000000e+000,5.962372e-003,0.000000e+000,0,1,0,
1652415169.984,,6.000000e+002,5.000013e+001,5.986071e-003,1.113928e-006,3,9.931960e-001,1.860867e-002,,,,,,,,,,,,,,32,2,4.000000e+000,8.342743e-003,0.000000e+000,0,0,0,
1652415289.281,,8.000000e+002,4.999566e+001,8.587183e-003,1.748436e-006,3,9.929020e-001,2.036099e-002,,,,,,,,,,,,,,32,2,4.000000e+000,1.549911e-002,0.000000e+000,0,0,0,
1652415411.453,,1.000000e+003,4.999685e+001,1.077267e-002,2.270662e-006,3,9.929286e-001,2.107799e-002,,,,,,,,,,,,,,32,2,4.000000e+000,5.958557e-003,0.000000e+000,0,0,0,
1652415530.015,,1.200000e+003,4.999715e+001,1.288193e-002,1.487915e-005,3,9.924747e-001,1.155041e-001,,,,,,,,,,,,,,32,2,4.000000e+000,5.958557e-003,0.000000e+000,0,0,0,
1652415645.187,,1.400000e+003,4.999864e+001,1.498395e-002,3.689825e-006,3,9.931423e-001,2.462518e-002,,,,,,,,,,,,,,32,2,4.000000e+000,1.072693e-002,0.000000e+000,0,0,0,
1652415768.312,,1.600000e+003,4.999596e+001,1.710963e-002,1.349489e-005,3,9.927784e-001,7.887310e-002,,,,,,,,,,,,,,32,2,4.000000e+000,1.311111e-002,0.000000e+000,0,0,0,
1652415918.656,,1.800000e+003,5.000251e+001,1.923153e-002,1.191966e-005,3,9.928614e-001,6.197974e-002,,,,,,,,,,,,,,32,2,4.000000e+000,1.191711e-002,0.000000e+000,0,1,0,
1652416035.484,,2.000000e+003,4.999625e+001,2.130866e-002,3.312479e-006,3,9.927575e-001,1.554522e-002,,,,,,,,,,,,,,32,2,4.000000e+000,1.193237e-002,0.000000e+000,0,1,0,
1652416154.375,,2.200000e+003,4.999656e+001,2.341643e-002,6.773789e-006,3,9.927077e-001,2.892751e-002,,,,,,,,,,,,,,32,2,4.000000e+000,9.540558e-003,0.000000e+000,0,1,0,
1652416271.562,,2.400000e+003,4.999924e+001,2.552823e-002,2.208759e-006,3,9.926316e-001,8.652219e-003,,,,,,,,,,,,,,32,2,4.000000e+000,4.772186e-003,0.000000e+000,0,1,0,
1652416393.203,,2.600000e+003,4.999834e+001,2.763418e-002,4.464951e-007,3,9.926435e-001,1.615735e-003,,,,,,,,,,,,,,32,2,4.000000e+000,1.549911e-002,0.000000e+000,0,1,0,
1652416516.203,,2.800000e+003,4.999566e+001,2.972341e-002,3.573263e-006,3,9.925699e-001,1.202171e-002,,,,,,,,,,,,,,32,2,4.000000e+000,3.578186e-003,0.000000e+000,0,0,0,
1652416635.171,,3.000000e+003,4.999745e+001,3.179243e-002,5.974316e-006,3,9.926443e-001,1.879163e-002,,,,,,,,,,,,,,32,2,4.000000e+000,1.787949e-002,0.000000e+000,0,0,0,
1652416755.875,,3.200000e+003,4.999656e+001,3.387103e-002,2.086269e-006,3,9.925771e-001,6.159450e-003,,,,,,,,,,,,,,32,2,4.000000e+000,7.148743e-003,0.000000e+000,0,0,0,
1652416880.421,,3.400000e+003,4.999864e+001,3.591458e-002,2.426079e-006,3,9.926689e-001,6.755137e-003,,,,,,,,,,,,,,32,2,4.000000e+000,1.789093e-002,0.000000e+000,0,0,0,
1652417003.703,,3.600000e+003,4.999297e+001,3.794853e-002,8.324002e-007,3,9.925969e-001,2.193498e-003,,,,,,,,,,,,,,32,2,4.000000e+000,4.772186e-003,0.000000e+000,0,0,0,
1652417126.796,,3.800000e+003,4.999358e+001,3.997932e-002,1.638459e-006,3,9.925560e-001,4.098265e-003,,,,,,,,,,,,,,32,2,4.000000e+000,1.311111e-002,0.000000e+000,0,0,0,
1652417248.093,,4.000000e+003,4.999984e+001,4.197612e-002,3.516629e-006,3,9.925885e-001,8.377688e-003,,,,,,,,,,,,,,32,2,4.000000e+000,5.962372e-003,0.000000e+000,0,1,0,
1652417365.890,,4.200000e+003,4.999685e+001,4.395673e-002,1.533092e-006,3,9.925995e-001,3.487729e-003,,,,,,,,,,,,,,32,2,4.000000e+000,1.074219e-002,0.000000e+000,0,1,0,
1652417500.750,,4.400000e+003,4.999924e+001,4.593053e-002,1.335531e-006,3,9.928923e-001,2.907719e-003,,,,,,,,,,,,,,32,2,4.000000e+000,1.549911e-002,0.000000e+000,0,1,0,
1652417625.265,,4.600000e+003,4.999626e+001,4.790087e-002,8.727032e-006,3,9.924750e-001,1.821894e-002,,,,,,,,,,,,,,32,2,4.000000e+000,2.027130e-002,0.000000e+000,0,1,0,
1652417747.687,,4.800000e+003,4.999357e+001,4.976493e-002,1.314982e-004,3,9.924802e-001,2.642386e-001,,,,,,,,,,,,,,32,2,4.000000e+000,4.772186e-003,0.000000e+000,0,1,0,
1652417872.250,,5.000000e+003,5.000341e+001,5.178363e-002,1.044188e-005,3,9.924669e-001,2.016445e-002,,,,,,,,,,,,,,32,2,4.000000e+000,9.540558e-003,0.000000e+000,0,0,0,
1652417998.875,,6.000000e+003,4.999626e+001,6.127315e-002,1.514916e-005,3,9.924570e-001,2.472397e-002,,,,,,,,,,,,,,32,2,4.000000e+000,4.768372e-003,0.000000e+000,0,0,0,
1652418125.281,,6.500000e+003,4.999775e+001,6.593066e-002,1.414027e-005,3,9.924961e-001,2.144718e-002,,,,,,,,,,,,,,32,2,4.000000e+000,9.540558e-003,0.000000e+000,0,0,0,
1652418252.531,,7.000000e+003,4.999358e+001,7.054795e-002,1.310767e-005,3,9.924949e-001,1.857980e-002,,,,,,,,,,,,,,32,2,4.000000e+000,9.540558e-003,0.000000e+000,0,0,0,
1652418375.921,,7.500000e+003,4.999596e+001,7.511279e-002,1.130063e-005,3,9.924366e-001,1.504488e-002,,,,,,,,,,,,,,32,2,4.000000e+000,7.160187e-003,0.000000e+000,0,0,0,
1652418504.531,,8.000000e+003,4.999805e+001,7.964890e-002,1.552585e-005,3,9.924440e-001,1.949286e-002,,,,,,,,,,,,,,32,2,4.000000e+000,9.540558e-003,0.000000e+000,0,0,0,
1652418630.234,,8.500000e+003,4.999894e+001,8.415991e-002,1.814422e-005,3,9.924395e-001,2.155922e-002,,,,,,,,,,,,,,32,2,4.000000e+000,4.760742e-003,0.000000e+000,0,1,0,
1652418769.109,,9.000000e+003,4.999864e+001,8.863255e-002,3.830099e-006,3,9.927099e-001,4.321323e-003,,,,,,,,,,,,,,32,2,4.000000e+000,2.028275e-002,0.000000e+000,0,1,0,
1652418896.875,,9.500000e+003,5.000043e+001,9.313214e-002,3.130984e-005,3,9.923860e-001,3.361873e-002,,,,,,,,,,,,,,32,2,4.000000e+000,4.772186e-003,0.000000e+000,0,1,0,
1652419022.531,,1.000000e+004,4.999894e+001,9.757329e-002,2.245373e-005,3,9.924765e-001,2.301217e-002,,,,,,,,,,,,,,32,2,4.000000e+000,2.380371e-003,0.000000e+000,0,1,0,
1652419159.687,,1.200000e+004,4.999596e+001,1.152792e-001,2.334935e-005,3,9.924315e-001,2.025460e-002,,,,,,,,,,,,,,32,2,4.000000e+000,4.768372e-003,0.000000e+000,0,1,0,
1652419287.187,,1.400000e+004,4.999626e+001,1.328462e-001,3.771090e-005,3,9.924188e-001,2.838688e-002,,,,,,,,,,,,,,32,2,4.000000e+000,7.160187e-003,0.000000e+000,0,0,0,
1652419417.796,,1.600000e+004,5.000401e+001,1.503100e-001,5.234639e-005,3,9.923313e-001,3.482562e-002,,,,,,,,,,,,,,32,2,4.000000e+000,1.549911e-002,0.000000e+000,0,0,0,
1652419546.781,,1.800000e+004,4.999745e+001,1.676693e-001,5.386367e-005,3,9.923230e-001,3.212496e-002,,,,,,,,,,,,,,32,2,4.000000e+000,7.148743e-003,0.000000e+000,0,0,0,
1652419700.359,,2.000000e+004,4.999834e+001,1.848947e-001,1.958775e-005,3,9.926370e-001,1.059401e-002,,,,,,,,,,,,,,32,2,4.000000e+000,3.570557e-003,0.000000e+000,0,0,0,
1652419833.421,,2.200000e+004,4.999417e+001,2.021393e-001,5.661376e-005,3,9.923159e-001,2.800730e-002,,,,,,,,,,,,,,32,2,4.000000e+000,1.908112e-002,0.000000e+000,0,1,0,
1652419963.125,,2.400000e+004,4.999805e+001,2.192701e-001,6.208230e-005,3,9.922682e-001,2.831317e-002,,,,,,,,,,,,,,32,2,4.000000e+000,8.350372e-003,0.000000e+000,0,1,0,
1652420103.140,,2.600000e+004,5.000043e+001,2.363476e-001,5.605531e-005,3,9.923081e-001,2.371732e-002,,,,,,,,,,,,,,32,2,4.000000e+000,1.549911e-002,0.000000e+000,0,1,0,
1652420237.812,,2.800000e+004,5.000103e+001,2.533727e-001,7.453671e-005,3,9.922751e-001,2.941781e-002,,,,,,,,,,,,,,32,2,4.000000e+000,4.772186e-003,0.000000e+000,0,1,0,
1652420371.140,,3.000000e+004,4.999566e+001,2.703497e-001,7.843528e-005,3,9.922520e-001,2.901253e-002,,,,,,,,,,,,,,32,2,4.000000e+000,5.970001e-003,0.000000e+000,0,1,0,
1652420507.515,,3.200000e+004,4.999506e+001,2.872606e-001,9.295488e-005,3,9.922971e-001,3.235908e-002,,,,,,,,,,,,,,32,2,4.000000e+000,5.970001e-003,0.000000e+000,0,1,0,
1652420645.250,,3.400000e+004,4.999506e+001,3.041289e-001,8.515771e-005,3,9.923078e-001,2.800053e-002,,,,,,,,,,,,,,32,2,4.000000e+000,1.906967e-002,0.000000e+000,0,1,0,
1652420781.453,,3.600000e+004,4.999775e+001,3.209662e-001,7.143891e-005,3,9.922931e-001,2.225746e-002,,,,,,,,,,,,,,32,2,4.000000e+000,4.760742e-003,0.000000e+000,0,1,0,
1652420918.015,,3.800000e+004,4.999775e+001,3.378008e-001,1.108041e-004,3,9.922982e-001,3.280160e-002,,,,,,,,,,,,,,32,2,4.000000e+000,4.760742e-003,0.000000e+000,0,0,0,
1652421060.687,,4.000000e+004,4.999924e+001,3.545375e-001,8.557918e-005,3,9.923256e-001,2.413826e-002,,,,,,,,,,,,,,32,2,4.000000e+000,1.191711e-002,0.000000e+000,0,0,0,
1652421196.062,,4.200000e+004,4.999983e+001,3.712807e-001,1.114152e-004,3,9.922507e-001,3.000835e-002,,,,,,,,,,,,,,32,2,4.000000e+000,4.760742e-003,0.000000e+000,0,1,0,
1652421331.390,,4.400000e+004,4.999983e+001,3.879715e-001,8.083766e-005,3,9.922720e-001,2.083598e-002,,,,,,,,,,,,,,32,2,4.000000e+000,4.760742e-003,0.000000e+000,0,1,0,
1652421465.796,,4.600000e+004,4.999447e+001,4.046748e-001,1.197181e-004,3,9.922684e-001,2.958378e-002,,,,,,,,,,,,,,32,2,4.000000e+000,7.160187e-003,0.000000e+000,0,1,0,
1652421604.156,,4.800000e+004,4.999655e+001,4.213443e-001,1.042502e-004,3,9.922968e-001,2.474229e-002,,,,,,,,,,,,,,32,2,4.000000e+000,1.431274e-002,0.000000e+000,0,1,0,
1652421749.156,,5.000000e+004,4.999507e+001,4.380172e-001,7.325122e-005,3,9.923038e-001,1.672337e-002,,,,,,,,,,,,,,32,2,4.000000e+000,4.768372e-003,0.000000e+000,0,1,0,
